scientific,MSWFamilyLatin,Folivore,MammalEater,Granivore,Family,Frugivore,Plant,Leaf,Insectivore,Invertebrate,Fish,Fruit,Woody,Herbaceous,Animal,Species,Order,Other,Nectar,Mammal,Genus,Herptile,Bird,Vertebrate,Root,Seed,TrophicLevel,phylacine_binomial,adult_mass_g,adult_brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n,class,subspecies,common_name,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,male_maturity_d,genus,female_maturity_d,species,order,family,Scientific_Binomial,CommonName,ZoonomiaName,ZoonomiaTip,HillerName,MSWC_Order,MSWC_Family,MSWC_Genus,MSWC_Species,MedgedDataOrder,Divider,Meyer.Diet.Categorical,Meyer.Lab.Classification,Meyer.Lab.Classification.Clean,Meyer.Lab.Classification.Compressed,MeyerTrophicLevel,DerekDietClassification70,DerekDietClassification90,DerekDietClassification90InsVertivoreSorting,panTheriaTrophicLevel,panTheriaTrophicLevelCharacter,Divider2,DividerSpacer,Diet.VertTerrestrial,Diet.VertAll,Diet.AnimalsAll,Diet.PlantHighSugar,Diet.PlantLowSugar,Diet.PlantAll,Divider3,Laurasiatheria,Domestication,DomesticationBinary,Echolocation,ForStrat.Certainty,Diet.PlantO,Diet.Fruit,BodyMass.Value,Activity.Source,ForStrat.Comment,ForStrat.Value,Diet.Inv,Diet.Vfish,Activity.Diurnal,Diet.Seed,Activity.Crepuscular,Activity.Certainty,BodyMass.SpecLevel,Diet.Vect,Diet.Vend,Activity.Nocturnal,Diet.Vunk,MSW3_ID,Diet.Certainty,BodyMass.Source,Diet.Nect,Diet.Scav,Diet.Source
Crocidura indochinensis,Soricidae,0.0,0.0,0.0,SORICIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,indochinensis,EULIPOTYPHLA,0.0,0.0,0.0,Crocidura,2.0,0.0,1.0,0.0,0.0,Carnivore,Crocidura indochinensis,5.47,,63.88,,,,,,,3.14,,,,,,,0.506,,,,,,50.0,50.0,0.0,,,,,,,,,,,,3.0,G,1.0,0.0,0.0,1.0,0.0,2400.0,1200.0,1200.0,,,,,"Indomalayan, Palearctic",1.0,Mammalia,-999.0,Indochinese Shrew,3.14,-999.0,5.47,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.388,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Crocidura,-999.0,indochinensis,Eulipotyphla,Soricidae,crocidura_indochinensis,White-toothed Shrews,,vs_NA,,Soricomorpha,Soricidae,Crocidura,indochinensis,53.0,-,,Carnivore,Carnivore,Carnivore,Carnivore,O-For Examination,O-For Examination,O-For Examination,-999.0,,-,,10.0,10.0,60.0,0.0,0.0,0.0,-,1.0,,,0.0,A,0.0,0.0,10.42,Ref_1,,G,50.0,0.0,0.0,0.0,0.0,ABC,0.0,10.0,0.0,1.0,0.0,3388.0,D1,"Ref_2, Ref_3",0.0,40.0,Ref_2
Sorex araneus,Soricidae,0.0,0.0,0.0,SORICIDAE,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,araneus,EULIPOTYPHLA,0.0,0.0,0.0,Sorex,0.0,0.0,0.0,0.0,0.0,Omnivore,Sorex araneus,8.195,0.208,75.06,,1168.0,312.9,334.15,21.0,6.0,6.56,1.9,42.251,0.44,25.0,8.5,524.782,0.075,1183.713,0.0,1.0,0.0,,70.0,30.0,0.0,70.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,G,2.0,0.0,0.0,1.0,0.0,2500.0,0.0,2500.0,,,,,Palearctic,2.0,Mammalia,-999.0,Common Shrew,6.56,1.9,8.195,3.2,21.00042,25.0,0.44,8.5,-999.0,-999.0,-999.0,2.0,0.115756331,-999.0,-999.0,8.4,-999.0,-999.0,-999.0,7.506,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,335.0,Sorex,325.97,araneus,Eulipotyphla,Soricidae,sorex_araneus,Shrew,sorAra2,vs_sorAra2,sorAra2,Soricomorpha,Soricidae,Sorex,araneus,216.0,-,Omnivore,Omnivore,Omnivore,_Omnivore,Omnivore,C-Invertebrate-eater,O-For Examination,O-For Examination,2.0,Omnivore,-,,0.0,0.0,70.0,0.0,0.0,0.0,-,1.0,wild,0.0,0.0,A,0.0,0.0,10.0,Ref_1,,G,70.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,3478.0,ABC,Ref_117,0.0,30.0,Ref_1
Condylura cristata,Talpidae,0.0,0.0,0.0,TALPIDAE,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,cristata,EULIPOTYPHLA,0.0,0.0,0.0,Condylura,0.0,0.0,1.0,0.0,0.0,Carnivore,Condylura cristata,52.15,1.37,121.325,,1095.0,304.16,344.16,40.0,8.0,4.42,1.0,,1.5,24.0,30.0,558.641,1.529,4999.99,0.0,1.0,0.004,,80.0,20.0,0.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,1.0,Nearctic,3.0,Mammalia,-999.0,Star-nosed Mole,4.42,1.0,52.15,3.0,40.0,24.0,1.5,30.0,-999.0,-999.0,-999.0,2.5,-999.0,-999.0,-999.0,49.0,-999.0,-999.0,-999.0,12.1325,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,304.0,Condylura,304.16,cristata,Eulipotyphla,Talpidae,condylura_cristata,Star-nosed mole,conCri1,vs_conCri1,conCri1,Soricomorpha,Talpidae,Condylura,cristata,49.0,-,Insectivore/Piscivore,Insectivore/Piscivore,Insectivore/Piscivore,Insectivore,Carnivore,C-Invertebrate-eater,C-All-Animals-Eater,C-InsVertivore-Insectivore,3.0,Carnivore,-,,0.0,20.0,100.0,0.0,0.0,0.0,-,1.0,captive,0.0,0.0,A,0.0,0.0,84.0,Ref_1,,G,80.0,20.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,3628.0,ABC,Ref_117,0.0,0.0,Ref_1
Scalopus aquaticus,Talpidae,0.0,0.0,0.0,TALPIDAE,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,aquaticus,EULIPOTYPHLA,0.0,0.0,0.0,Scalopus,0.0,0.0,0.0,0.0,0.0,Omnivore,Scalopus aquaticus,74.6,1.07,147.605,,2263.0,336.03,375.025,41.539,6.0,3.75,1.0,,5.355,32.895,,945.155,0.254,950.0,0.0,1.0,0.006,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,"Nearctic, Neotropical",3.0,Mammalia,-999.0,Eastern Mole,3.75,1.0,74.6,6.2,41.5393,32.89506,5.355,-999.0,-999.0,-999.0,-999.0,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.7605,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,335.0,Scalopus,324.304,aquaticus,Eulipotyphla,Talpidae,scalopus_aquaticus,Eastern American Mole,HLscaAqu1,vs_HLscaAqu1,,Soricomorpha,Talpidae,Scalopus,aquaticus,212.0,-,,Insectivore/Herbivore,Omnivore-IH,_Omnivore,Omnivore,C-Invertebrate-eater,C-Invertebrate-eater,C-Invertebrate-eater,2.0,Omnivore,-,,0.0,0.0,100.0,0.0,0.0,0.0,-,1.0,wild,0.0,0.0,A,0.0,0.0,91.26,Ref_1,,G,100.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,3630.0,ABC,Ref_117,0.0,0.0,Ref_1
Talpa occidentalis,Talpidae,0.0,0.0,0.0,TALPIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,occidentalis,EULIPOTYPHLA,0.0,0.0,0.0,Talpa,0.0,0.0,0.0,0.0,0.0,Carnivore,Talpa occidentalis,87.53,,140.0,,2555.0,371.03,366.816,31.336,,3.99,1.075,,3.31,35.267,47.845,,1.97,,0.0,1.0,,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,G,2.0,0.0,0.0,1.0,0.0,2300.0,0.0,2300.0,0.0,,1.0,0.0,Palearctic,4.0,Mammalia,-999.0,Spanish Mole,3.99,1.075,87.53,7.0,31.33608,35.2675,3.31,47.845,-999.0,-999.0,-999.0,4.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Talpa,335.48,occidentalis,Eulipotyphla,Talpidae,talpa_occidentalis,Spanish mole,HLtalOcc1,vs_HLtalOcc1,,Soricomorpha,Talpidae,Talpa,occidentalis,431.0,-,,,,,,C-Invertebrate-eater,C-Invertebrate-eater,C-Invertebrate-eater,3.0,Carnivore,-,,0.0,0.0,100.0,0.0,0.0,0.0,-,,,,,A,0.0,0.0,53.5,Ref_1,,G,100.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,3655.0,ABC,Ref_117,0.0,0.0,Ref_1
Uropsilus gracilis,Talpidae,0.0,0.0,0.0,TALPIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,gracilis,EULIPOTYPHLA,0.0,0.0,0.0,Uropsilus,0.0,0.0,0.0,0.0,0.0,Carnivore,Uropsilus gracilis,16.0,,80.345,,,,,,,,,,,,,,0.857,,,,,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,G,2.0,0.0,0.0,1.0,0.0,4000.0,3000.0,1000.0,,,,,"Indomalayan, Palearctic",3.0,Mammalia,-999.0,Gracile Shrew Mole,-999.0,-999.0,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.0345,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Uropsilus,-999.0,gracilis,Eulipotyphla,Talpidae,uropsilus_gracilis,Asiatic Shrew Mole (Sichuan and Yunnan),HLuroGra1,vs_HLuroGra1,,Soricomorpha,Talpidae,Uropsilus,gracilis,232.0,-,,Insectivore/Herbivore,Omnivore-IH,_Omnivore,Omnivore,C-Invertebrate-eater,C-Invertebrate-eater,C-Invertebrate-eater,-999.0,,-,,0.0,0.0,100.0,0.0,0.0,0.0,-,1.0,wild,0.0,0.0,A,0.0,0.0,25.53,Ref_1,,G,100.0,0.0,1.0,0.0,1.0,ABC,2.0,0.0,0.0,1.0,0.0,3666.0,ABC,Ref_178,0.0,0.0,Ref_1
Cynopterus brachyotis,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,brachyotis,CHIROPTERA,1.0,0.0,0.0,Cynopterus,0.0,0.0,0.0,0.0,0.0,Herbivore,Cynopterus brachyotis,37.4,0.88,112.995,64.21,3686.5,251.71,368.77,120.0,,1.1,2.0,,11.0,42.0,25.0,1287.664,,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1600.0,0.0,1600.0,,,,,Indomalayan,2.0,Mammalia,-999.0,Lesser Short-nosed Fruit Bat,1.1,2.0,37.4,10.1,120.0,42.0,11.0,25.0,-999.0,-999.0,-999.0,10.0,-999.0,42.05,34.45,37.2,-999.0,-999.0,-999.0,11.2995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,525.0,Cynopterus,251.71,brachyotis,Chiroptera,Pteropodidae,cynopterus_brachyotis,Lesser short-nosed fruit bat,HLcynBra1,vs_HLcynBra1,,Chiroptera,Pteropodidae,Cynopterus,brachyotis,278.0,-,,,,,,H-Frugivore,H-Frugivore,H-Frugivore,1.0,Herbivore,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,,,,,A,0.0,100.0,31.15,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3683.0,ABC,Ref_117,0.0,0.0,Ref_1
Eidolon dupreanum,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,dupreanum,CHIROPTERA,3.0,0.0,0.0,Eidolon,0.0,0.0,0.0,0.0,0.0,Herbivore,Eidolon dupreanum,297.58,,202.5,127.72,7968.863,,,164.36,,1.08,1.0,364.75,49.99,62.915,112.53,2190.0,,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,2.0,0.0,0.0,0.0,1.0,1200.0,10.0,1190.0,1.0,,1.0,0.0,Afrotropical,2.0,Mammalia,-999.0,Malagasy Straw-colored Fruit Bat,1.08,1.0,297.58,21.8325,164.36,62.915,49.99,112.53,-999.0,-999.0,-999.0,21.8,0.999315537,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Eidolon,-999.0,dupreanum,Chiroptera,Pteropodidae,eidolon_dupreanum,Madagascan fruit bat,HLeidDup1,vs_HLeidDup1,,Chiroptera,Pteropodidae,Eidolon,dupreanum,282.0,-,,,,,,H-Frugivore,H-Frugivore,H-Frugivore,1.0,Herbivore,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,,,,,A,0.0,100.0,283.75,Ref_1,,Ar,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,3702.0,ABC,Ref_117,0.0,0.0,Ref_1
Eidolon helvum,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,helvum,CHIROPTERA,3.0,0.0,0.0,Eidolon,0.0,0.0,0.0,0.0,0.0,Herbivore,Eidolon helvum,280.43,4.433,198.79,120.5,7968.863,,,219.68,,1.04,1.0,364.75,49.14,62.915,112.53,1825.0,,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,2.0,0.0,0.0,0.0,1.0,2000.0,0.0,2000.0,,,,,Afrotropical,3.0,Mammalia,-999.0,African Straw-colored Fruit Bat,1.04,1.0,280.43,21.8325,219.68,62.915,49.14,112.53,-999.0,-999.0,-999.0,21.8,0.999315537,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.879,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Eidolon,-999.0,helvum,Chiroptera,Pteropodidae,eidolon_helvum,Straw-colored Fruit Bats,HLeidHel2,vs_HLeidHel2,,Chiroptera,Pteropodidae,Eidolon,helvum,71.0,-,,Herbivore,Herbivore,Herbivore,Herbivore,H-Frugivore,H-Frugivore,H-Frugivore,1.0,Herbivore,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,1.0,wild,0.0,0.0,A,0.0,100.0,253.31,Ref_1,,Ar,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,3703.0,ABC,Ref_117,0.0,0.0,Ref_1
Eonycteris spelaea,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spelaea,CHIROPTERA,0.0,1.0,0.0,Eonycteris,0.0,0.0,0.0,0.0,0.0,Herbivore,Eonycteris spelaea,55.15,1.18,123.83,69.0,1825.0,357.41,509.59,152.18,,1.0,2.0,,14.6,59.95,,979.323,,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1000.0,0.0,1000.0,,,,,Indomalayan,3.0,Mammalia,-999.0,Lesser Dawn Bat,1.0,2.0,55.15,5.0,152.18,59.95,14.6,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,52.4,-999.0,-999.0,-999.0,-999.0,-999.0,12.383,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Eonycteris,357.41,spelaea,Chiroptera,Pteropodidae,eonycteris_spelaea,Cave nectar bat,HLeonSpe1,vs_HLeonSpe1,,Chiroptera,Pteropodidae,Eonycteris,spelaea,284.0,-,,,,,,H-Nectarivore,H-Nectarivore,H-Nectarivore,2.0,Omnivore,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,,,,,A,0.0,0.0,58.1,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3704.0,ABC,Ref_117,100.0,0.0,Ref_1
Pteropus alecto,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,alecto,CHIROPTERA,0.0,0.0,0.0,Pteropus,0.0,0.0,0.0,0.0,0.0,Herbivore,Pteropus alecto,641.115,7.04,254.6,165.99,7190.5,,,,,1.1,1.0,,,89.17,,,,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1000.0,0.0,1000.0,0.0,,1.0,0.0,"Australasian, Indomalayan",2.0,Mammalia,-999.0,Black Flying Fox,1.1,1.0,641.115,19.7,-999.0,89.17,-999.0,-999.0,-999.0,-999.0,-999.0,19.66666667,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,25.46,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pteropus,-999.0,alecto,Chiroptera,Pteropodidae,pteropus_alecto,Black flying-fox,pteAle1,vs_pteAle1,pteAle1,Chiroptera,Pteropodidae,Pteropus,alecto,198.0,-,Herbivore,Herbivore,Herbivore,Herbivore,Herbivore,H-Frugivore,H-Frugivore,H-Frugivore,1.0,Herbivore,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,1.0,wild,0.0,0.0,A,0.0,100.0,643.57,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3734.0,ABC,Ref_117,0.0,0.0,Ref_1
Pteropus giganteus,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,giganteus,CHIROPTERA,0.0,1.0,0.0,Pteropus,0.0,0.0,0.0,0.0,0.0,Herbivore,Pteropus giganteus,824.85,7.361,,177.97,14907.208,395.29,551.085,155.795,,0.995,1.0,364.75,67.66,136.04,,4260.476,,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,2000.0,0.0,2000.0,0.0,,1.0,0.0,Indomalayan,1.0,Mammalia,-999.0,Indian Flying Fox,0.995,1.0,824.85,40.84166667,155.795,136.04,67.66,-999.0,-999.0,-999.0,-999.0,35.7,0.999315537,-999.0,-999.0,562.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,365.0,Pteropus,380.145,giganteus,Chiroptera,Pteropodidae,pteropus_giganteus,Indian flying fox,HLpteGig1,vs_HLpteGig1,,Chiroptera,Pteropodidae,Pteropus,giganteus,409.0,-,,,,,,H-Frugivore,H-Frugivore,H-Frugivore,1.0,Herbivore,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,,,,,A,0.0,100.0,804.17,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3747.0,ABC,Ref_117,0.0,0.0,Ref_1
Pteropus pselaphon,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,pselaphon,CHIROPTERA,0.0,0.0,0.0,Pteropus,0.0,0.0,0.0,0.0,0.0,Herbivore,Pteropus pselaphon,321.49,,,135.58,6095.5,,,,,0.98,,,,,,,,,,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,,,,,,,,Indomalayan,1.0,Mammalia,-999.0,Bonin Flying Fox,0.98,-999.0,321.49,16.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.66666667,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pteropus,-999.0,pselaphon,Chiroptera,Pteropodidae,pteropus_pselaphon,Bonin flying fox,HLptePse1,vs_HLptePse1,,Chiroptera,Pteropodidae,Pteropus,pselaphon,410.0,-,,,,,,H-Frugivore,H-Frugivore,H-Frugivore,-999.0,,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,,,,,A,0.0,100.0,282.86,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,2.0,0.0,0.0,1.0,0.0,3748.0,ABC,Ref_178,0.0,0.0,Ref_1
Pteropus rufus,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,rufus,CHIROPTERA,2.0,0.0,0.0,Pteropus,0.0,0.0,0.0,0.0,0.0,Herbivore,Pteropus rufus,776.345,6.9,274.535,162.0,3613.5,,,,,1.0,,,,,,2190.0,,,0.0,,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1200.0,0.0,1200.0,1.0,,1.0,0.0,Afrotropical,1.0,Mammalia,-999.0,Malagasy Flying Fox,1.0,-999.0,776.345,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.608333333,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,27.4535,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pteropus,-999.0,rufus,Chiroptera,Pteropodidae,pteropus_rufus,Madagascan flying fox,HLpteRuf1,vs_HLpteRuf1,,Chiroptera,Pteropodidae,Pteropus,rufus,411.0,-,,,,,,H-Frugivore,H-Frugivore,H-Frugivore,-999.0,,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,,,,,A,0.0,100.0,361.0,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3759.0,ABC,Ref_117,0.0,0.0,Ref_1
Pteropus vampyrus,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,vampyrus,CHIROPTERA,0.0,0.0,0.0,Pteropus,0.0,0.0,0.0,0.0,0.0,Herbivore,Pteropus vampyrus,944.685,10.175,279.07,200.0,7628.5,,,,,1.0,1.0,,133.0,91.32,,,,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1250.0,0.0,1250.0,1.0,,1.0,0.0,"Australasian, Indomalayan, Palearctic",2.0,Mammalia,-999.0,Large Flying Fox,1.0,1.0,944.685,20.9,-999.0,91.32,133.0,-999.0,-999.0,-999.0,-999.0,18.46666667,-999.0,-999.0,-999.0,810.0,-999.0,-999.0,-999.0,27.907,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pteropus,-999.0,vampyrus,Chiroptera,Pteropodidae,pteropus_vampyrus,Megabat,HLpteVam2,vs_HLpteVam2,HLpteVam2,Chiroptera,Pteropodidae,Pteropus,vampyrus,199.0,-,Herbivore,Herbivore,Herbivore,Herbivore,Herbivore,H-Frugivore,H-Frugivore,H-Frugivore,1.0,Herbivore,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,1.0,wild,0.0,0.0,A,0.0,100.0,935.88,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3780.0,ABC,Ref_117,0.0,0.0,Ref_1
Rousettus leschenaultii,Pteropodidae,0.0,0.0,0.0,PTEROPODIDAE,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,leschenaultii,CHIROPTERA,1.0,0.0,0.0,Rousettus,0.0,0.0,0.0,0.0,0.0,Herbivore,Rousettus leschenaultii,96.565,,,82.25,5110.0,322.24,278.81,118.33,,1.005,2.0,,12.0,52.34,37.0,1679.855,,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,2.0,1.0,Ar,1.0,0.0,0.0,0.0,1.0,1140.0,0.0,1140.0,0.0,,1.0,0.0,Indomalayan,2.0,Mammalia,-999.0,Leschenault's Rousette,1.005,2.0,96.565,14.0,118.33,52.34,12.0,37.0,-999.0,-999.0,-999.0,12.45,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,455.0,Rousettus,236.12,leschenaultii,Chiroptera,Pteropodidae,rousettus_leschenaultii,Leschenault's rousette,HLrouLes1,vs_HLrouLes1,,Chiroptera,Pteropodidae,Rousettus,leschenaultii,420.0,-,,,,,,H-High-sugar-plants-Eater,H-High-sugar-plants-Eater,H-High-sugar-plants-Eater,2.0,Omnivore,-,,0.0,0.0,0.0,100.0,0.0,100.0,-,,,,,A,0.0,60.0,84.88,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,3786.0,ABC,Ref_58,40.0,0.0,Ref_1
